"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 23 20:19:25 CST 2021","Thu Sep 23 20:19:29 CST 2021","4143","TestCases.Login","test_baidu","TestWebUI","","","test_web_ui[data0]","FILE SHEET： t_接  

FILE NAME： test_webdata.xlsx  

FILE PATH： D:/desk20201127/ks_key_web_allure/TestCases/test_webdata.xlsx"
