"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 27 18:25:59 CST 2021","Wed Oct 27 18:26:05 CST 2021","5284","TestCases.login","test_login","TestWebUI","","","test_web_ui[data0]","FILE SHEET： t_接口测试  

FILE NAME： test_login.xlsx  

FILE PATH： D:/desk20201127/ks_key_web_allure/TestCases/login/test_login.xlsx"
